ID	AVVIG97	AVGROW97	FLEAR	FRDA1	FREAR	AVCFWHA	AVNCFWH	AVYTFNW
SYNAGAD_228	-1.634105978	2.038012547	1.936541804	-2.875740348	-4.312235334	-0.103024357	-0.020442375	-0.080856352
SYNAGAD_229	0.703383491	-1.799670647	4.870696053	2.869589821	-1.709663135	0.319521591	0.233823609	0.327735893
SYNAGAD_230	2.532723074	-3.555898547	5.84874747	10.41590033	3.890606359	1.166402454	1.192574999	1.164472089
SYNAGAD_231	1.211533377	-1.019124911	4.870696053	4.784699877	0.025384998	0.9418644	1.110791138	0.939860435
SYNAGAD_232	0.195233607	-3.165625682	2.914593221	-0.960630292	-3.444711268	-0.341214483	-0.155183877	-0.302240311
SYNAGAD_233	-1.735735954	1.777830636	-1.975663861	-0.960630292	0.892909064	-0.344883032	-0.181867831	-0.322733552
SYNAGAD_234	1.008273422	-2.645261859	1.936541804	0.954479764	-0.842139069	0.040400443	0.267242868	0.07922075
SYNAGAD_235	-0.008026347	1.257466813	-0.997612445	-1.91818532	-0.842139069	0.086836927	0.194601745	0.104499987
SYNAGAD_236	2.227833145	-3.751034983	4.870696053	3.827144849	-0.842139069	0.079805361	0.075801683	0.076528932
SYNAGAD_237	0.39849356	-6.092672186	3.892644637	0.954479764	-2.577187202	0.052240455	0.196090579	0.070545207
SYNAGAD_238	3.34576289	-2.059852558	3.892644637	4.784699877	0.892909064	0.56322839	0.423540977	0.340323601
SYNAGAD_239	-0.922696139	3.143785671	-6.865920942	-8.621070518	-1.709663135	-0.426112282	-0.534567306	-0.413702137
SYNAGAD_240	-1.735735954	-6.808172441	-1.975663861	-6.705960461	-4.312235334	0.43897683	0.564389516	0.435875423
SYNAGAD_241	1.109903398	-4.401489761	1.936541804	4.784699877	2.627957197	0.813097778	1.016789872	0.845914272
SYNAGAD_242	3.244132914	-1.539488734	6.826798886	7.657364962	0.892909064	1.014032981	1.069390804	0.991507419
SYNAGAD_243	-0.008026348	-4.141307848	4.870696053	-0.003075264	-4.312235334	0.566090974	0.691818344	0.574937462
SYNAGAD_244	0.398493562	3.859285928	-0.997612445	-4.790850405	-3.444711268	-0.519376252	-0.395030981	-0.490879622
SYNAGAD_245	1.719683259	-5.702399316	4.870696053	7.657364962	2.627957197	1.179291653	1.179337706	1.093165855
SYNAGAD_246	-0.719436185	-4.986899061	6.826798886	10.41590033	2.670160136	0.666667743	0.620923882	0.664076053
SYNAGAD_247	2.329463124	-1.864716124	0.958490388	1.912034793	0.892909064	-0.074125092	-0.073168205	-0.051709606
SYNAGAD_248	2.329463122	0.737102991	1.936541804	4.784699877	2.627957197	0.06528443	0.028107182	0.064336363
SYNAGAD_249	1.821313235	0.281784647	1.936541804	3.827144849	1.76043313	0.142325189	0.027622633	0.15724452
SYNAGAD_250	-0.008026347	-10.71090111	5.84874747	5.742254906	0.025384998	1.057735263	1.262693805	1.079114925
SYNAGAD_251	0.500123538	-6.157717661	7.804850302	6.699809934	-0.842139069	-0.029342608	0.080001223	-0.008509404
SYNAGAD_252	1.313163353	0.476921079	0.958490388	4.784699877	3.495481263	0.652609666	0.789126562	0.666566409
SYNAGAD_253	0.601753515	-1.799670647	-3.931766694	-7.66351549	-3.444711268	0.091916661	0.303088782	0.117141686
SYNAGAD_254	-0.414546255	-2.775352813	-1.975663861	-2.875740348	-0.842139069	-0.235780424	0.151815247	-0.124007273
SYNAGAD_255	0.957458434	-3.393284853	5.84874747	5.742254906	0.025384998	0.234374482	0.510287729	0.290358296
SYNAGAD_256	-0.312916278	-4.856808107	3.892644637	2.869589821	-0.842139069	0.603179465	0.919754971	0.690903081
SYNAGAD_257	0.703383491	4.444695227	-6.865920942	-12.45129063	-5.179759401	-0.539264774	-0.478526545	-0.552784654
SYNAGAD_258	2.329463124	-4.791762628	2.914593221	4.784699877	1.76043313	0.433324251	0.414786451	0.423307305
SYNAGAD_259	4.362062658	-7.978991043	3.892644637	6.699809934	2.627957197	0.828074654	0.870160075	0.805995574
SYNAGAD_260	-0.719436185	-4.168680155	3.892644637	-2.875740348	-6.047283467	-0.066836315	-0.113270169	-0.067670313
SYNAGAD_261	0.09360363	1.062330379	6.826798886	3.827144849	-2.577187202	0.285476252	0.198192451	0.294861764
SYNAGAD_262	-2.345515816	3.534058538	-6.865920942	-7.66351549	-0.842139069	-0.904892945	-0.878226897	-0.895670815
SYNAGAD_263	2.227833146	-4.011216894	1.936541804	4.784699877	2.627957197	0.436507159	0.454477739	0.450376545
SYNAGAD_264	-0.211286301	1.97296707	-1.975663861	-0.960630292	0.892909064	-0.004866081	0.121845254	0.019657333
SYNAGAD_265	-0.312916277	-1.929761601	-1.975663861	-0.003075264	1.76043313	-0.173196465	-0.026486866	-0.12784288
SYNAGAD_266	0.703383491	-2.515170902	-1.975663861	-4.790850405	-2.577187202	-0.011674633	0.220915411	0.029810416
SYNAGAD_267	-1.024326116	-1.604534214	-0.019561028	-1.91818532	-1.709663135	-0.338248682	0.075620016	-0.258386133
SYNAGAD_268	0.805013468	-2.580216379	4.870696053	2.869589821	-1.709663135	0.022073389	0.039237236	-0.048973057
SYNAGAD_269	0.805013468	-4.401489759	7.804850302	8.61491999	0.892909064	0.662171592	0.631039802	0.64816362
SYNAGAD_270	-1.329216047	4.444695229	-6.865920942	-7.66351549	-0.842139069	-0.842012567	-0.808049561	-0.837295492
SYNAGAD_271	1.922943212	-6.678081484	8.782901718	6.699809934	-1.709663135	1.028009559	1.086140456	1.03320774
SYNAGAD_272	-0.211286301	-5.767444796	1.936541804	-2.875740348	-4.312235334	0.46166467	0.74330763	0.529160826
SYNAGAD_273	2.126203167	-2.710307336	4.870696053	-0.960630292	-5.179759401	-0.086363065	0.012772394	-0.0715505
SYNAGAD_274	1.770498249	-4.499057977	4.870696053	4.784699877	0.025384998	1.181973861	1.378473391	1.190515564
SYNAGAD_275	-1.938995908	11.14437945	-3.931766694	-9.578625546	-5.179759401	-0.835801745	-0.878629509	-0.849837741
SYNAGAD_276	-1.938995908	-0.693897523	-2.953715277	-3.833295377	-0.842139069	0.083344858	0.125437281	0.125521132
SYNAGAD_277	0.703383491	-1.279306822	1.936541804	-1.91818532	-3.444711268	-0.287802976	-0.203693902	-0.275825198
SYNAGAD_278	-2.142255862	-2.385079946	-4.90981811	-1.91818532	2.627957197	-0.132964283	-0.134977988	-0.127042652
SYNAGAD_279	-1.024326116	1.257466815	3.892644637	5.742254906	1.76043313	0.500971916	0.525821318	0.505897347
SYNAGAD_280	1.313163352	-5.767444796	3.892644637	4.784699877	0.892909064	0.169540137	0.376480568	0.207363868
SYNAGAD_281	1.008273422	0.476921079	3.892644637	0.954479764	-2.577187202	0.079286529	0.067606499	0.099927538
SYNAGAD_282	2.329463121	-3.49085307	5.84874747	2.869589821	-2.577187202	0.31755893	0.426605331	0.346219682
SYNAGAD_283	-1.430846023	-0.433715612	-1.975663861	-2.875740348	-0.842139069	-0.032410836	0.086700849	0.004525614
SYNAGAD_284	1.008273422	-0.758943002	2.914593221	5.742254906	2.627957197	0.536046391	0.690325142	0.541857561
SYNAGAD_285	1.922943212	-0.889033956	5.84874747	7.657364962	1.76043313	0.390197885	0.422305342	0.362321057
SYNAGAD_286	-0.312916278	1.127375858	2.914593221	-2.875740348	-5.179759401	0.074003719	0.004749828	0.061272987
SYNAGAD_287	-0.516176231	1.97296707	2.914593221	1.912034793	-0.842139069	0.270798259	0.221024272	0.220381213
SYNAGAD_288	0.195233607	0.47692108	2.914593221	7.657364962	4.363005329	0.739752175	0.744470259	0.684452077
SYNAGAD_289	-2.243885839	4.639831661	-5.887869526	-9.578625546	-3.444711268	-0.928718741	-1.171542734	-0.97879744
SYNAGAD_290	0.805013468	-0.889033955	0.958490388	8.61491999	6.965577528	0.153499016	0.137020293	0.137175234
SYNAGAD_291	-0.719436185	-0.563806567	3.892644637	7.657364962	3.495481263	0.695800062	0.580168911	0.696916638
SYNAGAD_292	-0.312916278	0.867193946	1.936541804	0.954479764	-0.842139069	0.261803811	0.188617276	0.199930199
SYNAGAD_293	0.09360363	0.021602734	-0.019561028	-1.91818532	-1.709663135	0.209208023	0.302626792	0.234840366
SYNAGAD_294	2.024573191	-2.189943512	0.958490388	-2.875740348	-3.444711268	0.173941801	0.174433732	0.161520837
